split,row,original_length,prompt_length,trained_tokens,was_truncated
train,1135,494,163,331,False
train,1136,692,157,535,False
train,1137,1126,159,865,True
train,1138,877,122,755,False
train,1139,1154,128,896,True
train,1140,598,117,481,False
train,1141,1228,155,869,True
train,1142,790,144,646,False
train,1143,438,124,314,False
train,1144,1026,147,877,True
train,1145,322,114,208,False
train,1146,722,119,603,False
train,1147,1390,145,879,True
train,1148,1443,164,860,True
train,1149,531,122,409,False
train,1150,686,132,554,False
train,1151,610,114,496,False
train,1152,908,148,760,False
train,1153,608,127,481,False
train,1154,453,116,337,False
train,1155,470,126,344,False
train,1156,920,193,727,False
train,1157,308,133,175,False
train,1158,886,169,717,False
train,1159,827,151,676,False
train,1160,482,126,356,False
train,1161,2493,150,874,True
train,1162,671,125,546,False
train,1163,533,141,392,False
train,1164,771,166,605,False
train,1165,678,146,532,False
train,1166,538,112,426,False
train,1167,895,112,783,False
train,1168,697,125,572,False
train,1169,513,119,394,False
train,1170,570,118,452,False
train,1171,612,179,433,False
train,1172,532,138,394,False
train,1173,1513,143,881,True
train,1174,602,122,480,False
train,1175,764,132,632,False
train,1176,3415,124,900,True
train,1177,1195,142,882,True
train,1178,659,116,543,False
train,1179,645,128,517,False
train,1180,1063,176,848,True
train,1181,657,120,537,False
train,1182,585,126,459,False
train,1183,1030,122,902,True
train,1184,506,123,383,False
train,1185,747,145,602,False
train,1186,882,141,741,False
train,1187,627,122,505,False
train,1188,1208,163,861,True
train,1189,558,117,441,False
train,1190,537,152,385,False
train,1191,1082,160,864,True
train,1192,905,148,757,False
train,1193,828,162,666,False
train,1194,687,128,559,False
train,1195,766,150,616,False
train,1196,1019,131,888,False
train,1197,2699,137,887,True
train,1198,683,142,541,False
train,1199,468,114,354,False
train,1200,478,120,358,False
train,1201,780,148,632,False
train,1202,866,122,744,False
train,1203,892,156,736,False
train,1204,762,172,590,False
train,1205,746,147,599,False
train,1206,736,164,572,False
train,1207,725,152,573,False
train,1208,884,136,748,False
train,1209,576,137,439,False
train,1210,727,174,553,False
train,1211,873,141,732,False
train,1212,483,112,371,False
train,1213,649,178,471,False
train,1214,652,145,507,False
train,1215,2539,161,863,True
train,1216,815,130,685,False
train,1217,682,128,554,False
train,1218,813,158,655,False
train,1219,1316,172,852,True
train,1220,750,131,619,False
train,1221,750,146,604,False
train,1222,643,129,514,False
train,1223,784,139,645,False
train,1224,1197,153,871,True
train,1225,492,123,369,False
train,1226,1617,146,878,True
train,1227,1110,130,894,True
train,1228,483,135,348,False
train,1229,702,133,569,False
train,1230,875,130,745,False
train,1231,1047,125,899,True
train,1232,691,138,553,False
train,1233,1356,144,880,True
train,1234,486,143,343,False
train,1235,761,152,609,False
train,1236,419,112,307,False
train,1237,646,124,522,False
train,1238,444,135,309,False
train,1239,692,144,548,False
train,1240,634,131,503,False
train,1241,1060,138,886,True
train,1242,1075,132,892,True
train,1243,874,170,704,False
train,1244,734,131,603,False
train,1245,1329,189,835,True
train,1246,665,127,538,False
train,1247,781,134,647,False
train,1248,791,122,669,False
train,1249,790,150,640,False
train,1250,463,129,334,False
train,1251,586,151,435,False
train,1252,848,155,693,False
train,1253,546,120,426,False
train,1254,548,131,417,False
train,1255,658,161,497,False
train,1256,830,139,691,False
train,1257,867,132,735,False
train,1258,548,134,414,False
train,1259,1406,170,854,True
train,1260,620,132,488,False
train,1261,885,146,739,False
train,1262,1176,134,890,True
train,1263,2182,137,887,True
train,1264,679,126,553,False
train,1265,606,118,488,False
train,1266,673,175,498,False
train,1267,901,132,769,False
train,1268,695,166,529,False
train,1269,401,114,287,False
train,1270,871,205,666,False
train,1271,1016,151,865,False
train,1272,566,128,438,False
train,1273,700,160,540,False
train,1274,651,136,515,False
train,1275,3802,170,854,True
train,1276,669,136,533,False
train,1277,777,140,637,False
train,1278,439,144,295,False
train,1279,1393,195,829,True
train,1280,537,119,418,False
train,1281,1021,133,888,False
train,1282,694,126,568,False
train,1283,1157,160,864,True
train,1284,962,168,794,False
train,1285,673,121,552,False
train,1286,1247,145,879,True
train,1287,901,180,721,False
train,1288,515,118,397,False
train,1289,837,172,665,False
train,1290,372,129,243,False
train,1291,898,128,770,False
train,1292,718,130,588,False
train,1293,3080,215,809,True
train,1294,636,134,502,False
train,1295,808,131,677,False
train,1296,696,131,565,False
train,1297,1229,174,850,True
train,1298,845,168,677,False
train,1299,526,115,411,False
train,1300,683,120,563,False
train,1301,502,116,386,False
train,1302,731,145,586,False
train,1303,705,172,533,False
train,1304,1034,178,846,True
train,1305,807,140,667,False
train,1306,915,131,784,False
train,1307,479,108,371,False
train,1308,1676,138,886,True
train,1309,1216,148,876,True
train,1310,1073,147,877,True
train,1311,893,220,673,False
train,1312,597,161,436,False
train,1313,942,207,735,False
train,1314,832,125,707,False
train,1315,1267,231,793,True
train,1316,884,135,749,False
train,1317,1008,146,862,False
train,1318,637,127,510,False
train,1319,404,145,259,False
train,1320,756,112,644,False
train,1321,831,146,685,False
train,1322,450,128,322,False
train,1323,665,121,544,False
train,1324,479,155,324,False
train,1325,930,165,765,False
train,1326,721,150,571,False
train,1327,1702,163,861,True
train,1328,731,127,604,False
train,1329,766,115,651,False
train,1330,531,119,412,False
train,1331,674,117,557,False
train,1332,966,136,830,False
train,1333,928,124,804,False
train,1334,1088,175,849,True
train,1335,537,114,423,False
train,1336,646,126,520,False
train,1337,873,170,703,False
train,1338,728,139,589,False
train,1339,1054,176,848,True
train,1340,618,104,514,False
train,1341,703,145,558,False
train,1342,430,128,302,False
train,1343,689,143,546,False
train,1344,973,134,839,False
train,1345,820,135,685,False
train,1346,1006,183,823,False
train,1347,652,133,519,False
train,1348,581,141,440,False
train,1349,449,140,309,False
train,1350,845,168,677,False
train,1351,562,117,445,False
train,1352,714,141,573,False
train,1353,1237,125,899,True
train,1354,714,163,551,False
train,1355,946,161,785,False
train,1356,1293,128,896,True
train,1357,673,144,529,False
train,1358,649,138,511,False
train,1359,1171,217,807,True
train,1360,647,149,498,False
train,1361,443,110,333,False
train,1362,961,121,840,False
train,1363,448,114,334,False
train,1364,725,147,578,False
train,1365,750,149,601,False
train,1366,560,124,436,False
train,1367,664,127,537,False
train,1368,1090,160,864,True
train,1369,430,138,292,False
train,1370,753,154,599,False
train,1371,1044,132,892,True
train,1372,653,137,516,False
train,1373,558,126,432,False
train,1374,810,129,681,False
train,1375,402,122,280,False
train,1376,673,121,552,False
train,1377,1447,130,894,True
train,1378,782,127,655,False
train,1379,975,120,855,False
train,1380,724,154,570,False
train,1381,860,177,683,False
train,1382,704,112,592,False
train,1383,672,117,555,False
train,1384,872,144,728,False
train,1385,542,175,367,False
train,1386,1395,195,829,True
train,1387,504,112,392,False
train,1388,993,162,831,False
train,1389,6372,137,887,True
train,1390,589,134,455,False
train,1391,439,138,301,False
train,1392,873,168,705,False
train,1393,1004,188,816,False
train,1394,982,163,819,False
train,1395,762,225,537,False
train,1396,1152,155,869,True
train,1397,833,164,669,False
train,1398,576,151,425,False
train,1399,648,147,501,False
train,1400,1028,181,843,True
train,1401,714,110,604,False
train,1402,637,152,485,False
train,1403,499,115,384,False
train,1404,733,131,602,False
train,1405,688,130,558,False
train,1406,740,198,542,False
train,1407,744,110,634,False
train,1408,569,132,437,False
train,1409,1433,139,885,True
train,1410,759,186,573,False
train,1411,822,195,627,False
train,1412,554,111,443,False
train,1413,1235,159,865,True
train,1414,758,141,617,False
train,1415,1093,137,887,True
train,1416,625,124,501,False
train,1417,606,127,479,False
train,1418,672,114,558,False
train,1419,634,110,524,False
train,1420,891,124,767,False
train,1421,670,110,560,False
train,1422,669,165,504,False
train,1423,485,111,374,False
train,1424,527,134,393,False
train,1425,640,143,497,False
train,1426,517,122,395,False
train,1427,594,132,462,False
train,1428,722,148,574,False
train,1429,594,136,458,False
train,1430,408,133,275,False
train,1431,838,154,684,False
train,1432,610,124,486,False
train,1433,1314,144,880,True
train,1434,562,121,441,False
train,1435,842,118,724,False
train,1436,509,153,356,False
train,1437,526,109,417,False
train,1438,383,127,256,False
train,1439,796,151,645,False
train,1440,802,135,667,False
train,1441,686,154,532,False
train,1442,1078,144,880,True
train,1443,613,129,484,False
train,1444,746,130,616,False
train,1445,707,117,590,False
train,1446,785,158,627,False
train,1447,794,162,632,False
train,1448,2220,181,843,True
train,1449,694,137,557,False
train,1450,667,125,542,False
train,1451,434,114,320,False
train,1452,700,133,567,False
train,1453,629,142,487,False
train,1454,553,170,383,False
train,1455,689,177,512,False
train,1456,824,218,606,False
train,1457,481,117,364,False
train,1458,506,119,387,False
train,1459,894,140,754,False
train,1460,2865,115,909,True
train,1461,721,132,589,False
train,1462,675,131,544,False
train,1463,935,133,802,False
train,1464,1071,134,890,True
train,1465,585,125,460,False
train,1466,853,138,715,False
train,1467,918,181,737,False
train,1468,522,101,421,False
train,1469,792,117,675,False
train,1470,2730,121,903,True
train,1471,907,127,780,False
train,1472,928,145,783,False
train,1473,890,128,762,False
train,1474,1200,163,861,True
train,1475,524,124,400,False
train,1476,610,106,504,False
train,1477,611,124,487,False
train,1478,723,159,564,False
train,1479,666,110,556,False
train,1480,834,129,705,False
train,1481,1002,186,816,False
train,1482,868,147,721,False
train,1483,1657,173,851,True
train,1484,645,129,516,False
train,1485,647,126,521,False
train,1486,490,124,366,False
train,1487,493,131,362,False
train,1488,694,175,519,False
train,1489,617,156,461,False
train,1490,654,147,507,False
train,1491,613,121,492,False
train,1492,518,124,394,False
train,1493,912,138,774,False
train,1494,597,123,474,False
train,1495,549,117,432,False
train,1496,607,132,475,False
train,1497,986,122,864,False
train,1498,725,161,564,False
train,1499,451,126,325,False
train,1500,1169,172,852,True
train,1501,1370,182,842,True
train,1502,890,160,730,False
train,1503,579,124,455,False
train,1504,704,117,587,False
train,1505,479,131,348,False
train,1506,694,126,568,False
train,1507,711,130,581,False
train,1508,560,112,448,False
train,1509,523,156,367,False
train,1510,909,141,768,False
train,1511,558,113,445,False
train,1512,803,203,600,False
train,1513,773,120,653,False
train,1514,471,115,356,False
train,1515,2320,165,859,True
train,1516,455,101,354,False
train,1517,419,116,303,False
train,1518,717,137,580,False
train,1519,503,116,387,False
train,1520,812,139,673,False
train,1521,669,136,533,False
train,1522,818,141,677,False
train,1523,629,154,475,False
train,1524,731,150,581,False
train,1525,620,131,489,False
train,1526,548,123,425,False
train,1527,692,123,569,False
train,1528,786,124,662,False
train,1529,581,121,460,False
train,1530,489,131,358,False
train,1531,838,131,707,False
train,1532,576,122,454,False
train,1533,723,115,608,False
train,1534,621,164,457,False
train,1535,700,116,584,False
train,1536,681,123,558,False
train,1537,510,139,371,False
train,1538,623,116,507,False
train,1539,1476,148,876,True
train,1540,586,118,468,False
train,1541,648,188,460,False
train,1542,577,128,449,False
train,1543,680,121,559,False
train,1544,583,125,458,False
train,1545,814,197,617,False
train,1546,796,139,657,False
train,1547,467,114,353,False
train,1548,1552,127,897,True
train,1549,1035,143,881,True
train,1550,526,151,375,False
train,1551,754,122,632,False
train,1552,515,151,364,False
train,1553,689,123,566,False
train,1554,1154,156,868,True
train,1555,452,135,317,False
train,1556,528,118,410,False
train,1557,832,127,705,False
train,1558,494,146,348,False
train,1559,839,140,699,False
train,1560,616,140,476,False
train,1561,764,142,622,False
train,1562,823,135,688,False
train,1563,496,121,375,False
train,1564,929,164,765,False
train,1565,381,127,254,False
train,1566,638,133,505,False
train,1567,728,161,567,False
train,1568,958,217,741,False
train,1569,1141,141,883,True
train,1570,515,117,398,False
train,1571,829,123,706,False
train,1572,659,136,523,False
train,1573,586,124,462,False
train,1574,794,154,640,False
train,1575,679,165,514,False
train,1576,716,193,523,False
train,1577,326,121,205,False
train,1578,799,134,665,False
train,1579,1725,176,848,True
train,1580,289,105,184,False
train,1581,1460,133,891,True
train,1582,1711,166,858,True
train,1583,1244,144,880,True
train,1584,505,124,381,False
train,1585,580,104,476,False
train,1586,659,136,523,False
train,1587,843,125,718,False
train,1588,707,114,593,False
train,1589,725,154,571,False
train,1590,960,132,828,False
train,1591,485,123,362,False
train,1592,497,123,374,False
train,1593,572,141,431,False
train,1594,925,124,801,False
train,1595,1909,156,868,True
train,1596,804,152,652,False
train,1597,708,122,586,False
train,1598,1083,143,881,True
train,1599,680,124,556,False
train,1600,977,159,818,False
train,1601,2200,124,900,True
train,1602,602,149,453,False
train,1603,885,144,741,False
train,1604,826,180,646,False
train,1605,988,173,815,False
train,1606,1495,220,804,True
train,1607,613,126,487,False
train,1608,1634,144,880,True
train,1609,905,141,764,False
train,1610,888,138,750,False
train,1611,592,145,447,False
train,1612,872,153,719,False
train,1613,855,132,723,False
train,1614,495,115,380,False
train,1615,796,143,653,False
train,1616,638,118,520,False
train,1617,778,128,650,False
train,1618,572,135,437,False
train,1619,559,161,398,False
train,1620,655,122,533,False
train,1621,626,159,467,False
train,1622,1020,153,867,False
train,1623,520,122,398,False
train,1624,886,131,755,False
train,1625,995,151,844,False
train,1626,437,122,315,False
train,1627,1304,143,881,True
train,1628,848,129,719,False
train,1629,731,176,555,False
train,1630,638,122,516,False
train,1631,416,129,287,False
train,1632,663,124,539,False
train,1633,1182,130,894,True
train,1634,607,132,475,False
train,1635,722,163,559,False
train,1636,743,140,603,False
train,1637,589,118,471,False
train,1638,632,115,517,False
train,1639,425,106,319,False
train,1640,606,145,461,False
train,1641,476,169,307,False
train,1642,3201,137,887,True
train,1643,829,128,701,False
train,1644,965,135,830,False
train,1645,557,117,440,False
train,1646,3079,158,866,True
train,1647,593,145,448,False
train,1648,837,202,635,False
train,1649,723,150,573,False
train,1650,834,132,702,False
train,1651,1050,154,870,True
train,1652,590,133,457,False
train,1653,581,158,423,False
train,1654,917,170,747,False
train,1655,1150,119,905,True
train,1656,569,126,443,False
train,1657,507,107,400,False
train,1658,984,147,837,False
train,1659,381,137,244,False
train,1660,981,156,825,False
train,1661,702,141,561,False
train,1662,1252,125,899,True
train,1663,1566,182,842,True
train,1664,684,168,516,False
train,1665,814,141,673,False
train,1666,782,145,637,False
train,1667,805,117,688,False
train,1668,875,161,714,False
train,1669,901,151,750,False
train,1670,638,119,519,False
train,1671,837,119,718,False
train,1672,545,127,418,False
train,1673,887,153,734,False
train,1674,689,128,561,False
train,1675,589,125,464,False
train,1676,392,136,256,False
train,1677,831,172,659,False
train,1678,1289,150,874,True
train,1679,649,136,513,False
train,1680,487,145,342,False
train,1681,660,111,549,False
train,1682,1143,144,880,True
train,1683,1043,138,886,True
train,1684,612,116,496,False
train,1685,941,163,778,False
train,1686,498,128,370,False
train,1687,652,154,498,False
train,1688,456,110,346,False
train,1689,741,158,583,False
train,1690,578,116,462,False
train,1691,646,147,499,False
train,1692,1018,129,889,False
train,1693,620,143,477,False
train,1694,618,134,484,False
train,1695,872,173,699,False
train,1696,756,126,630,False
train,1697,1227,188,836,True
train,1698,578,118,460,False
train,1699,803,147,656,False
validation,0,711,147,564,False
validation,1,760,214,546,False
validation,2,719,148,571,False
validation,3,465,145,320,False
validation,4,917,139,778,False
validation,5,1403,151,873,True
validation,6,831,195,636,False
validation,7,764,130,634,False
validation,8,736,129,607,False
validation,9,1736,129,895,True
validation,10,655,121,534,False
validation,11,1251,179,845,True
validation,12,641,133,508,False
validation,13,771,182,589,False
validation,14,1284,147,877,True
validation,15,445,143,302,False
validation,16,824,174,650,False
validation,17,691,111,580,False
validation,18,1000,120,880,False
validation,19,530,144,386,False
validation,20,591,158,433,False
validation,21,663,112,551,False
validation,22,488,115,373,False
validation,23,682,115,567,False
validation,24,1406,148,876,True
validation,25,572,124,448,False
validation,26,694,149,545,False
validation,27,620,141,479,False
validation,28,654,113,541,False
validation,29,1121,156,868,True
validation,30,542,129,413,False
validation,31,953,165,788,False
validation,32,1917,140,884,True
validation,33,834,122,712,False
validation,34,2941,138,886,True
validation,35,1103,128,896,True
validation,36,631,128,503,False
validation,37,640,145,495,False
validation,38,748,129,619,False
validation,39,459,120,339,False
validation,40,1405,171,853,True
validation,41,1063,124,900,True
validation,42,646,132,514,False
validation,43,802,143,659,False
validation,44,1066,136,888,True
validation,45,573,140,433,False
validation,46,861,138,723,False
validation,47,631,152,479,False
validation,48,433,110,323,False
validation,49,756,148,608,False
validation,50,753,124,629,False
validation,51,1509,142,882,True
validation,52,774,139,635,False
validation,53,998,129,869,False
validation,54,862,127,735,False
validation,55,536,122,414,False
validation,56,596,137,459,False
validation,57,766,125,641,False
validation,58,714,138,576,False
validation,59,636,116,520,False
validation,60,785,133,652,False
validation,61,472,124,348,False
validation,62,482,114,368,False
validation,63,818,182,636,False
validation,64,1291,129,895,True
validation,65,764,133,631,False
validation,66,779,165,614,False
validation,67,577,125,452,False
validation,68,1022,181,841,False
validation,69,650,121,529,False
validation,70,734,126,608,False
validation,71,692,118,574,False
validation,72,732,140,592,False
validation,73,425,146,279,False
validation,74,725,136,589,False
validation,75,1611,171,853,True
validation,76,1567,201,823,True
validation,77,738,137,601,False
validation,78,505,115,390,False
validation,79,659,99,560,False
validation,80,750,136,614,False
validation,81,1112,162,862,True
validation,82,780,131,649,False
validation,83,527,145,382,False
validation,84,611,146,465,False
validation,85,681,169,512,False
validation,86,1127,210,814,True
validation,87,1210,134,890,True
validation,88,494,126,368,False
validation,89,872,138,734,False
validation,90,656,146,510,False
validation,91,527,119,408,False
validation,92,720,150,570,False
validation,93,1031,143,881,True
validation,94,683,143,540,False
validation,95,834,171,663,False
validation,96,1592,154,870,True
validation,97,539,122,417,False
validation,98,1396,130,894,True
validation,99,897,121,776,False
validation,100,633,130,503,False
validation,101,1205,135,889,True
validation,102,500,116,384,False
validation,103,943,153,790,False
validation,104,539,119,420,False
validation,105,584,141,443,False
validation,106,1299,131,893,True
validation,107,869,150,719,False
validation,108,729,127,602,False
validation,109,594,127,467,False
validation,110,558,157,401,False
validation,111,712,131,581,False
validation,112,840,168,672,False
validation,113,327,116,211,False
validation,114,639,108,531,False
validation,115,1401,169,855,True
validation,116,885,117,768,False
validation,117,606,132,474,False
validation,118,691,132,559,False
validation,119,609,145,464,False
validation,120,866,123,743,False
validation,121,447,132,315,False
validation,122,567,125,442,False
validation,123,717,114,603,False
validation,124,988,193,795,False
validation,125,721,167,554,False
validation,126,583,148,435,False
validation,127,832,135,697,False
validation,128,700,147,553,False
validation,129,631,128,503,False
validation,130,497,112,385,False
validation,131,785,164,621,False
validation,132,877,120,757,False
validation,133,809,116,693,False
validation,134,671,103,568,False
validation,135,1196,132,892,True
validation,136,740,145,595,False
validation,137,1118,165,859,True
validation,138,707,127,580,False
validation,139,1035,118,906,True
validation,140,513,117,396,False
validation,141,1033,171,853,True
validation,142,580,118,462,False
validation,143,624,112,512,False
validation,144,736,126,610,False
validation,145,630,171,459,False
validation,146,547,156,391,False
validation,147,578,122,456,False
validation,148,1309,157,867,True
validation,149,616,136,480,False
validation,150,491,142,349,False
validation,151,800,145,655,False
validation,152,1469,135,889,True
validation,153,816,109,707,False
validation,154,894,170,724,False
validation,155,763,120,643,False
validation,156,431,129,302,False
validation,157,773,152,621,False
validation,158,636,149,487,False
validation,159,758,120,638,False
validation,160,638,140,498,False
validation,161,725,116,609,False
validation,162,549,133,416,False
validation,163,447,126,321,False
validation,164,640,126,514,False
validation,165,666,135,531,False
validation,166,434,140,294,False
validation,167,624,145,479,False
validation,168,1018,183,835,False
validation,169,901,165,736,False
validation,170,635,135,500,False
validation,171,719,118,601,False
validation,172,473,149,324,False
validation,173,1226,131,893,True
validation,174,512,128,384,False
validation,175,733,145,588,False
validation,176,924,159,765,False
validation,177,497,121,376,False
validation,178,764,126,638,False
validation,179,950,140,810,False
validation,180,768,171,597,False
validation,181,439,139,300,False
validation,182,658,115,543,False
validation,183,666,141,525,False
validation,184,1371,123,901,True
validation,185,752,137,615,False
validation,186,566,119,447,False
validation,187,437,127,310,False
validation,188,919,164,755,False
validation,189,1323,157,867,True
validation,190,680,127,553,False
validation,191,695,116,579,False
validation,192,609,147,462,False
validation,193,452,121,331,False
validation,194,387,136,251,False
validation,195,731,141,590,False
validation,196,701,140,561,False
validation,197,598,157,441,False
validation,198,650,153,497,False
validation,199,672,169,503,False
validation,200,445,121,324,False
validation,201,990,136,854,False
validation,202,832,187,645,False
validation,203,696,137,559,False
validation,204,576,125,451,False
validation,205,666,128,538,False
validation,206,700,123,577,False
validation,207,355,118,237,False
validation,208,620,133,487,False
validation,209,579,121,458,False
validation,210,535,160,375,False
validation,211,797,139,658,False
validation,212,600,125,475,False
validation,213,824,121,703,False
validation,214,611,125,486,False
validation,215,762,134,628,False
validation,216,660,159,501,False
validation,217,776,120,656,False
validation,218,1109,178,846,True
validation,219,936,152,784,False
validation,220,815,122,693,False
validation,221,721,151,570,False
validation,222,459,141,318,False
validation,223,594,129,465,False
validation,224,562,107,455,False
validation,225,1112,186,838,True
validation,226,477,137,340,False
validation,227,435,118,317,False
validation,228,994,130,864,False
validation,229,815,152,663,False
validation,230,471,147,324,False
validation,231,743,134,609,False
validation,232,625,149,476,False
validation,233,849,118,731,False
validation,234,520,129,391,False
validation,235,876,133,743,False
validation,236,717,118,599,False
validation,237,663,151,512,False
validation,238,856,116,740,False
validation,239,459,128,331,False
validation,240,709,144,565,False
validation,241,1255,159,865,True
validation,242,554,104,450,False
validation,243,427,144,283,False
validation,244,777,211,566,False
validation,245,1286,129,895,True
validation,246,918,233,685,False
validation,247,861,144,717,False
validation,248,624,146,478,False
validation,249,863,136,727,False
validation,250,786,150,636,False
validation,251,788,148,640,False
validation,252,587,111,476,False
validation,253,705,132,573,False
validation,254,471,116,355,False
validation,255,1679,152,872,True
validation,256,504,109,395,False
validation,257,712,144,568,False
validation,258,1089,131,893,True
validation,259,885,181,704,False
validation,260,681,137,544,False
validation,261,858,112,746,False
validation,262,506,115,391,False
validation,263,944,150,794,False
validation,264,872,129,743,False
validation,265,604,127,477,False
validation,266,687,121,566,False
validation,267,449,136,313,False
validation,268,1095,144,880,True
validation,269,833,121,712,False
validation,270,556,125,431,False
validation,271,696,147,549,False
validation,272,560,143,417,False
validation,273,873,135,738,False
validation,274,431,126,305,False
validation,275,722,140,582,False
validation,276,762,169,593,False
validation,277,1460,210,814,True
validation,278,1060,170,854,True
validation,279,851,153,698,False
validation,280,881,138,743,False
validation,281,2417,145,879,True
validation,282,488,128,360,False
validation,283,472,113,359,False
validation,284,591,109,482,False
validation,285,661,120,541,False
validation,286,590,120,470,False
validation,287,666,123,543,False
validation,288,495,135,360,False
validation,289,397,131,266,False
validation,290,525,126,399,False
validation,291,529,119,410,False
validation,292,619,122,497,False
validation,293,797,158,639,False
validation,294,1061,177,847,True
validation,295,582,149,433,False
validation,296,776,159,617,False
validation,297,741,131,610,False
validation,298,1010,133,877,False
validation,299,458,142,316,False
